ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
4.7458,196.1095,31992.0124,6.3986,318.4641,393.3934,21.0367,33.6914,5.0998,0
4.6693,196.0807,27284.4902,11.6666,,518.4941,14.2123,61.261,5.8357,0
,173.3811,15385.961,8.5731,349.5395,451.0425,17.4402,79.5772,4.8134,0
,212.6835,42611.5596,9.0806,303.0682,468.2642,13.5396,80.6731,4.0416,0
6.218,238.875,28361.0609,5.2185,,371.3071,5.4348,57.3572,3.8746,1
8.5445,222.575,33682.3256,9.1393,374.7001,568.4781,15.2585,52.1174,4.2071,0
5.4892,205.8895,37526.6751,3.817,378.6445,416.3066,13.277,92.0079,3.817,0
6.7409,212.8463,29621.0777,12.4366,309.9833,433.704,16.7203,62.5675,4.2198,0
6.5334,229.9298,6250.993,7.9156,,437.2294,17.4398,105.7507,5.0247,0
7.0818,242.8356,30978.0813,5.8839,302.2858,567.675,6.5565,62.6374,4.1325,1
5.5378,181.8253,43363.9146,6.4309,,458.8646,18.9612,83.9455,4.4179,0
7.3306,234.3985,18189.4957,8.4621,379.8343,431.9542,14.176,91.5115,5.1916,0
9.0815,176.0828,30253.7783,7.367,,358.8344,12.5971,,2.2164,0
6.5798,189.0316,14094.7468,6.5161,353.2788,488.2068,9.4421,52.9966,2.6713,1
8.3145,199.6236,37715.4798,3.8671,278.0412,342.3665,8.5931,46.6344,2.6281,1
7.1224,208.0014,35261.6016,7.8435,288.5756,452.0713,17.6632,78.9327,3.6199,0
8.5024,184.9328,36519.8816,6.9012,340.9388,357.8572,10.4982,70.2477,2.9751,0
6.3455,160.4338,33313.9656,5.787,360.47,364.3157,10.8847,50.8277,3.08,1
8.4865,215.6923,21879.5654,8.0118,418.288,484.6989,13.5127,77.5806,2.658,0
7.5438,149.3366,19201.4032,7.0278,288.8063,291.5511,11.6887,47.6349,3.0268,1
8.3081,190.0398,19282.106,5.0137,340.2609,432.9686,12.065,68.8508,3.6517,1
7.3488,167.0546,15809.9936,8.0226,386.1543,382.4791,15.1422,65.9173,4.6836,0
9.2864,226.4585,36293.9211,8.177,413.792,491.2141,17.2561,59.5975,3.9779,0
6.4342,187.4881,16263.5368,7.961,,399.3878,16.9238,59.8118,5.3074,0
10.2087,157.4019,36145.2618,6.9148,,354.6439,18.2379,54.344,5.3662,0
6.0005,232.5034,22501.5438,9.0675,,543.3298,13.6579,60.4859,6.1277,0
9.3398,242.4892,17973.119,5.0537,319.2177,435.0853,15.6207,72.1943,3.2536,0
,217.4042,3122.7286,6.7221,339.4096,439.195,14.3258,46.382,3.5833,1
7.5678,190.8194,15866.6371,5.6371,390.2338,421.7492,15.5749,49.8499,4.2559,1
7.389,176.3636,12290.5345,5.3848,,514.4076,8.7301,38.1881,2.8213,1
8.2622,249.8828,30693.8713,8.4001,248.3929,459.9123,11.222,90.0808,2.9637,0
7.1249,222.7259,16059.5531,6.5588,309.8482,509.1143,10.7692,58.137,3.233,1
7.8623,197.8133,27622.3207,6.9181,316.3583,458.915,14.7248,111.5021,3.8536,0
5.6102,198.6618,21253.0206,5.5683,302.9488,319.8385,12.5911,57.1985,2.9162,1
,158.8649,26378.364,9.8245,425.955,431.2246,16.5932,86.2866,5.6758,0
,203.9311,30559.6405,6.7644,277.9092,384.0169,16.1664,51.5499,4.8082,1
8.0607,264.5557,23091.959,5.5141,323.6577,432.3031,11.3202,58.0965,3.107,1
6.3212,152.264,26446.3432,7.0061,314.9568,472.2413,11.8322,,2.9472,1
5.7673,229.5242,39719.4128,8.0065,,560.1028,12.8649,80.3209,3.9497,0
,155.4,22253.5199,5.1299,,346.4582,13.748,41.5583,2.7866,1
6.4012,192.5833,20957.1603,7.4234,367.9718,340.661,9.232,27.9921,3.3299,1
5.7889,215.3929,10931.7505,8.7767,334.3837,513.7855,16.4563,70.9919,3.9951,0
8.247,217.1205,22647.3128,5.6939,,389.0668,9.0277,73.6783,3.2455,1
6.7881,180.8649,21445.9014,6.3092,393.7277,536.9069,14.953,41.7236,3.3559,0
8.8057,213.8775,34954.3773,8.3489,,516.2521,18.7338,49.2624,3.8938,0
9.1304,118.2909,6977.7229,6.2351,242.7855,362.1629,9.5943,55.8232,4.0182,1
7.8273,183.434,20346.6381,7.2874,294.6964,443.4404,12.6884,54.8004,3.7433,1
7.025,185.2554,26428.8852,5.6818,,457.8499,7.3984,44.2391,3.5449,1
7.3286,158.7942,15331.5473,6.5135,,424.7101,14.9582,62.3417,4.4951,1
6.8057,181.425,4503.2394,10.1912,341.535,459.4848,19.3229,42.8227,4.6824,0
10.4767,199.9448,27440.8468,6.8198,379.7312,412.547,14.2345,66.9849,4.1652,0
10.5,169.2325,9678.4368,6.5717,205.202,385.7688,11.508,,2.9003,1
7.1966,188.6142,28379.3965,11.6506,371.0331,406.1271,22.0545,57.4482,3.5098,0
7.5949,140.8591,19463.2322,5.8413,348.0333,316.9245,6.704,38.4019,3.2664,1
6.3365,118.5493,32436.9937,9.0765,,347.1001,15.0988,87.9465,4.175,0
6.7315,165.593,28755.2627,8.2406,413.9458,631.4336,9.1134,59.9636,3.0728,0
3.7467,197.5108,13694.6151,3.5165,305.1228,446.1334,16.1691,75.7374,2.9507,0
5.5636,227.5172,22027.3147,9.9531,,352.9275,21.9776,115.2031,4.9549,0
5.3905,201.4201,24491.3925,6.3541,,371.625,20.4913,68.5654,3.3115,0
7.0196,165.6279,4330.3984,6.3855,358.5638,432.8408,11.0639,32.5409,4.0599,1
4.9087,235.9279,14117.8277,3.9899,261.1432,444.3993,18.361,95.2724,4.4341,0
6.8252,200.3216,16258.5464,7.1721,308.6589,427.1696,13.241,64.1322,3.5288,1
5.3714,284.5617,15292.313,4.3278,391.8562,403.5599,18.4093,54.4303,5.9544,1
9.9796,196.9836,26182.2524,8.0,,416.0974,13.6175,41.228,3.6425,1
4.2272,262.4179,22390.5979,7.3825,396.6802,585.9721,16.3916,60.8369,5.024,0
3.9489,170.7242,25426.0095,7.5752,309.9134,456.6662,20.8613,79.5268,4.2149,0
7.5345,248.6393,21653.696,11.9307,307.538,537.3183,11.0974,54.2732,5.7844,0
8.2228,200.6737,23276.5642,7.85,357.0894,303.3304,17.9321,90.6286,4.4875,0
6.4714,168.7166,27043.9564,6.1452,354.0936,448.03,16.796,68.128,4.7108,0
6.7427,102.1165,31606.7457,5.612,,473.3368,10.0508,65.2766,4.6909,1
7.2584,229.9402,17392.6647,3.1638,,322.1341,9.5571,69.3649,3.441,1
5.8338,232.2235,37259.26,7.1496,388.1738,486.8204,11.8836,37.0831,4.397,0
9.2785,206.2273,26659.3309,2.4374,,490.5763,9.0722,,3.7936,1
7.4025,160.3013,32106.6668,6.6037,346.6368,498.4954,16.7631,34.5565,3.6147,1
4.3469,225.5181,22729.1955,8.8755,,320.2675,17.8381,93.6397,5.2915,0
,212.497,19236.6237,8.5364,295.8739,366.5248,12.411,77.2439,3.6322,1
7.1573,133.5733,3609.3028,6.0856,397.3434,589.91,19.43,71.7201,4.5444,0
8.9441,194.2377,1502.0772,7.8966,,395.8936,7.343,,3.5232,0
10.3446,199.7302,19470.6756,7.8849,348.3486,363.9819,17.2582,48.4077,3.891,1
6.8951,124.3023,15337.5831,5.2887,332.1662,405.8593,11.7265,,3.0867,1
8.0041,241.0952,15702.7988,5.0968,,428.1266,13.2922,51.7186,5.4089,1
5.6077,267.4011,19917.4872,5.9862,287.0694,389.6758,13.9806,86.904,2.9655,0
6.8867,207.5771,19809.823,6.0334,344.5392,406.7335,12.4357,65.5994,2.9739,1
5.8477,211.016,23712.56,8.4347,,421.9148,13.4117,61.4679,4.5872,0
,153.0768,25688.0318,11.6049,356.941,452.6127,14.828,59.7399,4.6947,0
7.199,164.6518,4919.7126,5.4448,280.3346,445.1275,10.596,43.8247,3.4284,1
9.5269,149.2428,24827.5972,5.0387,235.8799,457.6937,12.4034,71.5694,4.2375,1
8.4633,123.086,19155.8454,7.3521,322.7712,407.5949,9.34,48.5341,4.0236,1
6.2947,247.7125,20517.5729,5.2439,397.5931,453.0872,11.8737,70.2669,5.1237,0
,154.4639,27495.2256,7.8482,318.4994,407.3707,11.8622,73.3159,3.4491,0
6.7069,209.6531,32767.2001,7.2177,293.6895,590.6908,14.2451,54.8699,5.5878,0
8.9523,199.8987,28712.7398,6.5968,,322.1712,15.8082,79.5965,3.697,0
9.1902,154.9177,18007.8573,7.9398,403.0946,425.7895,17.5495,76.893,4.2874,0
5.6097,128.8394,15390.8099,8.4646,321.2485,426.1789,14.8309,67.7581,5.5941,0
,213.0652,12322.0923,7.9526,,424.3388,13.429,78.5209,3.754,1
8.5621,224.6077,5520.7118,6.6528,,373.0799,15.4504,63.463,3.8355,1
6.8229,179.1288,19552.8573,5.879,342.0752,455.1721,13.6692,67.4465,3.2536,0
6.5327,188.1208,26207.995,8.6076,289.3788,337.8429,16.1558,41.6158,3.52,1
5.4917,258.173,27222.301,5.3577,305.8116,237.7758,11.0472,61.0702,3.8792,1
,100.517,26572.4794,7.4654,414.4447,423.2404,16.2929,68.8215,4.7028,0
10.3221,203.4451,27444.6036,6.0985,285.0176,391.0107,15.6386,82.4631,3.8087,0
7.9297,204.043,29255.3783,4.603,406.4094,580.0508,18.6138,46.2701,4.9314,0
,177.7677,18180.4487,8.6442,,438.9967,13.8558,85.6852,3.7387,0
,207.6594,17182.062,6.5327,,485.3894,19.1198,,4.8264,0
7.8537,196.5005,20617.1185,2.4743,,487.0219,11.8215,42.8674,3.4752,1
,211.0569,16966.7432,9.3548,318.2726,473.2923,14.1716,62.2627,5.1088,0
6.3964,172.7368,31750.5355,8.0303,314.6886,350.9605,18.544,84.3579,3.5223,0
6.5464,187.4247,19763.7847,8.8689,356.5992,458.0343,14.0544,102.1397,4.8386,0
,170.4519,22891.766,11.3724,,350.9548,23.6894,99.2807,4.0334,0
7.5515,199.3496,17715.2631,5.0923,345.9998,402.416,9.6616,60.1034,3.4116,1
7.4506,163.2164,21969.0699,4.532,362.2047,437.5088,11.2325,54.7722,3.2071,1
,207.559,24121.6377,5.1331,304.2655,332.707,11.2094,57.2904,3.0916,1
7.2309,160.7986,9780.5354,7.1898,356.9414,528.3792,10.8386,47.481,3.6943,1
6.9785,129.393,40130.2034,9.5284,374.4065,433.2854,17.4826,83.2623,4.5714,0
6.7205,174.2881,12438.3263,7.1209,326.7606,431.9778,17.1761,44.5392,2.2877,1
5.2717,183.9185,22273.8358,6.7601,391.7157,316.5404,14.7948,82.9433,4.3519,0
7.2258,227.2989,16991.5562,9.2477,370.3676,334.0786,19.1901,56.5961,3.593,0
5.8887,222.4595,18139.0971,6.0781,362.357,397.1863,15.3503,39.535,2.7522,1
6.0802,213.5077,27574.7943,7.2063,310.1989,412.7235,11.334,56.7035,4.9945,1
5.8029,201.716,37546.6765,9.6557,336.7526,389.8078,16.8566,64.0537,4.9416,0
,232.4761,26086.9666,6.9581,315.8695,546.9512,15.1379,66.4722,4.7939,0
7.6581,199.051,27907.7419,5.5039,273.2855,343.7625,12.3085,29.4911,2.4273,1
7.2175,202.8495,15244.6671,3.48,,485.2051,12.9973,70.498,1.8059,1
8.7377,231.7954,19076.4035,5.2478,328.1725,524.4916,12.2177,68.8063,5.6703,1
6.6118,201.2804,5192.4943,9.4278,379.0426,373.5587,19.29,76.8664,3.6483,0
,240.3213,18028.6388,5.7768,308.222,464.9683,12.726,80.1958,3.4523,1
7.8999,296.606,36155.4921,10.2452,434.4688,424.6596,18.8688,79.9649,2.7807,0
6.7566,249.289,24490.8349,9.7336,377.968,402.7244,19.211,79.6639,4.9714,0
6.3941,216.5857,22358.736,8.6364,249.9553,470.5373,15.5976,,3.4821,1
,243.3346,13187.7478,7.1355,344.4681,391.9451,13.9515,66.5018,4.5622,0
7.6133,218.8596,21240.9749,6.3154,350.4758,423.1529,13.6113,30.3924,4.0376,1
,258.836,31448.0967,9.9078,392.0192,593.0652,15.0353,56.8698,4.9767,0
9.5144,149.5894,16412.0918,6.3749,382.1696,457.9086,15.4971,100.0695,4.6253,0
,179.2722,37693.8223,6.9725,373.2346,391.6104,14.0756,76.3065,3.1801,0
6.4499,217.8755,23123.5587,6.1749,,591.3625,13.8273,98.4328,6.0043,0
4.5721,240.4644,35177.1522,6.0775,382.1753,428.6051,15.7115,85.0293,4.9258,0
5.3967,186.5353,52551.4958,9.4506,,601.9908,12.8016,83.7259,3.7404,0
6.9688,304.4545,29771.0349,5.2269,316.2352,399.4012,16.6583,82.0448,3.8919,0
,215.6895,6803.0688,8.3096,380.9832,438.4491,12.2316,98.233,6.631,0
9.0786,240.2918,34929.6508,7.5644,,394.1721,13.6341,46.9403,2.745,1
6.6102,192.1684,33700.8802,6.9289,238.2689,409.8732,9.6078,51.7935,4.6642,1
,162.9799,21907.1548,5.5424,274.7071,502.3134,13.1763,60.2252,4.1259,1
7.1911,180.5474,19128.8961,5.7155,303.8345,319.0009,12.634,,3.1003,1
6.6875,245.0497,14499.956,9.4817,366.8979,255.338,16.9478,95.183,3.9857,0
,126.6194,8084.6599,8.6934,,538.4522,17.1755,56.7709,3.3375,0
8.2258,161.4727,19629.9402,6.8545,344.8305,329.7107,14.6233,67.2097,2.9336,1
8.3879,162.2631,4207.2517,7.6972,,480.3053,12.6379,64.2809,2.3146,1
5.9123,146.615,15796.0967,5.9354,351.5347,512.7158,15.9803,66.7349,3.9612,0
9.3748,217.1276,9516.9862,8.7917,,552.2151,16.668,,4.1992,0
7.4285,205.5971,20377.2801,6.1696,282.316,550.4563,12.0321,87.9013,3.1488,1
8.4129,201.7992,24594.6611,5.6689,318.7824,555.4165,12.2146,50.0532,5.0411,1
8.6929,193.9045,23120.5172,8.2262,348.551,413.0117,19.3166,59.746,5.0962,0
,169.752,15785.4817,5.8772,,408.8613,14.7781,,2.0561,1
5.4427,115.0582,18088.1289,6.3617,311.1352,460.944,14.1533,77.1894,4.9976,1
,227.0507,15195.5799,8.6637,334.0831,361.9056,13.4243,88.627,3.0,0
,131.3931,20391.5245,10.0032,424.3266,366.6811,19.5141,50.0,4.4848,0
6.5002,167.8189,24443.2878,5.5062,282.708,373.2442,11.4352,47.8838,2.7215,1
7.583,219.3345,17595.2695,5.365,247.2112,412.746,12.0489,47.6892,3.134,1
8.1036,235.5138,22632.7245,7.5238,454.4385,415.427,16.4034,79.228,3.9397,0
,186.4318,6266.191,6.4316,228.3002,431.4479,15.9412,66.9504,3.9385,0
7.2562,221.721,25450.1039,5.4068,284.7585,370.0029,13.7692,68.9787,3.48,1
7.2839,225.0669,43264.3311,7.51,333.836,345.446,13.2566,75.5092,5.5528,0
,213.2076,30377.4244,5.8606,,521.4587,13.1171,95.5037,3.9697,0
5.8192,153.6294,21922.2405,8.7122,,354.8529,19.7073,97.141,5.1977,0
,168.7478,30264.4777,7.7841,365.2973,477.8441,19.2729,74.594,4.6469,0
4.1032,217.1071,13484.0206,8.4305,292.5228,434.4983,17.2151,78.4194,4.8239,0
6.4411,205.3117,20122.9133,6.9766,386.2875,624.5684,11.6869,85.8213,2.9727,0
6.3438,170.8515,7074.4479,5.7819,321.9929,394.2782,11.7968,57.5146,2.6508,1
7.2322,229.8846,30759.4919,8.9609,385.0828,576.9241,21.403,73.2124,4.5231,0
6.1944,198.5866,25470.3543,6.0247,,308.362,13.3276,61.4815,4.1464,0
5.6929,231.5344,7805.1763,7.0104,360.1412,584.7861,16.3599,84.2097,5.2999,0
7.1666,218.1015,32483.8606,6.2414,,584.1098,16.1491,43.7576,4.9485,0
5.4405,172.2285,28314.5788,9.0747,339.8308,412.8803,21.2426,50.0,4.5547,0
,173.3164,28046.9593,7.1701,328.716,340.6554,12.0354,52.0863,2.9096,1
7.9029,131.8974,18261.3022,7.0554,265.4453,557.6939,12.9731,56.7465,4.5638,1
6.2051,206.6017,10153.6519,5.2211,294.3894,424.0304,10.7644,,4.0671,1
,175.547,19512.8379,9.409,288.2634,513.1124,17.5163,74.8092,3.162,1
7.6467,154.7836,12970.2993,5.0202,353.6657,413.2345,9.4929,41.1029,2.9345,1
5.4874,207.6455,36509.8156,7.8217,323.9533,452.4769,17.7691,102.9776,4.2495,0
6.9694,173.554,29286.9427,9.2159,278.4083,448.0771,17.1894,64.8131,3.8022,1
7.0044,188.471,7815.9697,4.8537,312.0691,402.2024,12.6448,76.9992,3.3626,0
7.8851,269.9786,16249.6985,8.3758,375.88,473.4301,22.2154,62.8582,3.9761,0
6.9576,227.1446,5356.781,8.9643,317.4689,334.4333,13.0164,58.8135,4.0069,0
6.7803,173.9405,14969.6725,5.7676,286.6208,314.6128,10.3316,54.5872,2.9784,1
4.7586,213.2452,19241.7222,10.2415,319.8824,384.8715,11.4161,77.3634,5.8943,0
5.5635,194.5047,34020.8076,7.5641,,607.237,11.7657,65.4568,3.8345,0
5.1029,172.4014,27507.0261,9.3022,401.5922,439.9631,16.2671,83.5866,3.9705,0
5.5468,197.6593,22454.9521,5.2048,390.5829,510.1762,14.3865,89.4589,4.1505,0
5.6406,207.1602,13580.4076,7.2401,318.761,346.9688,14.0617,49.9714,4.2437,1
,190.9646,21893.2389,8.3625,,397.3634,16.4241,69.2937,4.1336,0
4.9142,222.2292,7715.4835,9.0657,,361.0873,18.3282,86.6332,3.4472,0
8.7574,195.0405,22581.3309,7.3559,293.3351,392.5601,12.9222,73.6509,4.005,1
,144.9033,30911.2873,8.2235,377.0725,516.6793,15.8279,106.8941,5.2285,0
5.8128,185.3207,19082.0272,7.871,356.1549,400.6679,19.689,78.3416,2.7066,0
7.4931,232.685,16762.8441,8.5485,,419.1184,14.3583,58.4652,4.822,0
5.8183,215.8667,26855.7735,5.918,,409.2849,15.5208,84.3523,2.6301,1
8.0994,199.7749,19978.0792,7.3044,270.8389,486.8534,17.6771,75.8024,3.1334,0
5.756,147.8269,24781.7406,6.9226,369.999,594.1962,14.3574,78.971,3.1916,0
5.0728,179.8369,24847.5756,7.8315,,628.5332,10.0,97.3682,4.5297,0
7.1877,153.679,32012.5934,8.8345,380.4257,479.5216,14.6657,93.9241,6.2852,0
,172.6263,14879.5646,7.519,,449.9063,16.175,40.9068,3.8636,1
6.2007,183.1499,25449.2884,7.9646,333.354,597.6166,14.5065,78.3801,3.5443,0
,210.1504,18359.0439,8.4519,363.5671,346.4291,15.5953,61.4049,5.4467,0
4.9986,230.8769,18901.7568,5.9913,378.2558,358.2621,9.7706,63.3422,2.875,1
4.144,201.1077,26324.761,11.6946,309.6876,403.9249,14.5489,38.3826,5.3989,0
,192.3573,16667.6475,6.2441,301.5794,389.7441,14.7064,53.0002,3.8525,1
,176.271,26501.5968,5.8312,221.099,334.631,11.0793,63.4506,4.2279,1
,90.8154,27791.2903,6.6184,307.8607,481.8251,18.9037,54.0469,4.8875,0
10.0599,239.5031,28415.9944,5.3688,307.4106,317.7465,13.617,62.1677,3.6301,0
,161.8494,15152.5957,7.3047,354.5367,474.5507,11.5434,52.039,3.7494,0
6.4851,203.2183,35973.4091,10.3271,372.999,517.5561,15.71,77.956,3.9344,0
5.4301,202.7753,11365.081,5.078,297.8566,332.6504,10.4193,48.261,3.1099,1
10.2248,214.465,3533.3442,6.0482,339.4794,443.9739,10.0203,74.2425,3.576,1
,203.2448,14839.0908,7.6944,447.6532,447.5123,22.5257,78.6769,4.2029,0
6.5317,178.0733,20676.1946,5.7307,234.6414,383.2927,12.369,,3.6465,1
7.9408,178.1941,32503.8416,5.5541,381.3763,370.2178,15.9492,49.4478,3.2099,1
4.9467,158.8611,21811.429,8.4362,349.2535,284.0796,19.3635,86.0645,3.8915,0
6.4033,129.7763,27987.8347,9.1347,238.4114,383.9321,9.9419,61.0089,3.9346,1
,180.5456,19335.2506,5.5808,308.2374,311.4292,15.9599,80.3556,4.3968,0
3.6543,167.2244,22977.5449,6.7391,,422.424,10.9541,,5.3873,0
5.9763,222.111,5999.9468,4.3919,292.6394,292.3711,15.4405,57.9589,2.4952,1
4.7225,163.775,11355.2899,5.0,410.2134,457.4394,18.657,,5.2966,0
8.7586,238.1858,18440.6915,8.9881,366.835,370.1701,15.0274,85.5181,3.0727,0
,164.4335,19344.902,8.4146,338.3285,464.9391,10.0,67.4307,5.7427,0
7.4156,225.4038,13498.0924,5.8259,339.1553,461.4885,14.0042,57.9344,3.6042,1
7.8974,177.0168,32207.3794,6.6647,,468.3391,15.2678,68.4184,5.2634,1
4.8522,172.8035,33325.5796,8.7277,312.5584,585.7152,12.3842,103.8713,4.9483,0
6.7857,181.0063,21870.0533,7.8529,371.9019,378.5717,10.4539,71.4887,3.6801,0
8.0978,211.8016,24551.6405,8.3398,294.177,575.1606,11.2841,83.4438,4.3624,0
,216.6711,29787.0732,5.589,324.339,298.3232,12.5387,73.2974,3.727,1
7.5258,273.2556,25939.5081,9.7728,,688.8696,15.1615,100.2046,5.3958,0
8.337,219.8334,27446.7841,5.5202,267.5226,439.3333,5.7116,34.5066,4.3745,1
,193.6811,5962.6231,9.0126,357.6578,481.8002,17.8331,93.9125,4.8051,0
6.2397,155.2886,27634.7883,9.1734,,439.2343,18.6543,77.4798,5.851,0
7.9744,192.3879,17480.3852,6.131,247.6397,339.908,13.2768,48.1532,3.5021,1
4.347,230.5661,14663.6103,8.0,352.3479,499.8906,13.4076,56.4777,2.9796,1
6.8841,171.0173,21570.4601,7.4436,319.0445,344.2779,10.2456,50.0471,3.3806,1
5.5817,197.9433,17036.5297,6.8614,260.4256,400.6153,16.5217,59.9951,3.0343,1
6.7743,246.0645,24924.6058,7.1459,315.0395,417.5297,11.5478,45.8594,3.72,1
7.0892,160.739,22817.7402,3.7359,319.4788,333.9785,8.5858,54.8482,2.7261,1
9.1296,212.7854,14200.3417,5.9564,317.4039,379.1972,12.6003,40.0018,2.4027,1
,198.3208,31058.5629,5.1709,294.9217,416.9562,8.2438,82.4952,1.7231,1
,171.8633,26829.6113,7.3348,342.903,570.7596,14.9764,52.2152,4.1048,0
6.589,189.8145,23026.1154,8.7722,,465.8283,16.7412,,4.8439,0
3.3673,202.8885,17731.1527,5.836,,615.1829,14.0803,100.5133,4.2904,0
7.7941,184.2912,11311.4188,8.526,400.5543,446.4643,20.9071,84.9462,5.1301,0
,201.8669,19980.2286,9.7817,369.6564,378.4515,16.3205,83.8724,3.2405,0
6.2712,219.0721,400.0,8.9387,342.7606,427.9309,19.0498,70.3335,4.0814,0
8.4254,173.4073,21895.5792,8.9314,335.4268,443.02,15.5731,28.0553,3.7843,1
9.2135,193.3161,17876.4474,6.397,359.3008,518.1462,9.1412,42.6156,4.1514,1
7.2309,157.2577,14233.8061,7.9346,288.6432,418.102,14.6183,69.3628,4.986,0
7.9711,172.7509,36350.1936,8.2506,314.4581,418.2179,13.0388,52.0519,5.7047,0
8.2154,227.4982,20748.5644,6.8689,338.5535,438.2802,20.9129,84.9018,4.0977,0
,200.9242,25642.7902,7.0444,331.3921,388.4882,11.3941,51.3651,3.1087,1
6.569,199.2094,26855.6983,5.0481,,450.4504,13.677,72.4973,3.1173,1
3.6985,244.8382,27958.2407,9.543,290.0176,435.8368,18.4197,80.9023,3.6492,0
6.7774,195.4319,21200.8103,7.3891,331.7525,434.2266,7.3995,81.902,3.7794,1
9.3167,136.5652,30846.3058,6.0316,356.6485,325.5802,5.5185,59.1718,4.3203,1
6.9828,226.3576,33810.3085,10.9495,,282.1568,15.184,81.3353,3.3061,0
6.5655,233.4426,22798.601,10.5974,347.7128,372.1148,14.0561,97.537,5.3394,0
4.6148,175.575,14993.4047,5.9287,385.7169,394.5556,19.3699,66.5019,3.8063,1
7.1138,188.9252,15198.1522,6.0354,299.5097,292.6357,9.5625,41.0528,3.1999,1
3.6229,180.8283,32972.3601,5.8653,291.3087,417.9873,11.7952,63.8427,4.6585,0
6.9022,237.9413,22636.0872,9.3517,426.186,451.855,18.6066,74.0194,4.8736,0
7.5678,209.3802,16731.6783,5.8959,324.2934,361.1764,14.3851,,2.8389,1
7.6553,187.0619,20806.6271,8.2592,324.9371,479.451,13.7758,77.5565,2.7138,0
8.0987,182.6388,26057.4385,8.1929,334.4567,418.5132,10.4991,56.359,4.9202,0
5.3371,193.7243,30482.6316,6.3549,,413.4211,18.4635,64.2086,4.1733,0
,198.6711,36600.3754,9.3629,306.3739,402.2662,22.48,91.6545,4.8001,0
4.0844,149.3995,6796.0294,9.0256,387.7362,477.2218,15.9836,,4.0205,0
6.6821,156.9319,19608.1998,6.513,218.9881,462.2107,14.0765,62.9696,3.8205,1
8.0806,230.6781,7448.2044,6.9187,,488.5844,22.0119,80.5842,5.3181,0
9.4553,207.7891,34146.6498,9.6414,321.6254,637.3404,15.9369,72.9269,5.3752,0
6.8611,201.6513,11333.9678,7.3297,327.9377,270.566,19.3282,60.4318,4.4136,1
7.2093,260.5705,10148.7181,8.063,407.7184,449.8641,14.0676,72.637,2.6532,0
7.7206,192.1593,20454.5761,8.3466,389.576,582.7195,13.2634,60.8987,3.2202,0
10.1314,106.1301,8254.279,9.2826,400.3107,371.7444,13.7257,87.7781,3.6771,0
7.5162,240.2963,31703.6453,6.7891,311.3116,448.4587,13.7841,95.2192,4.2708,0
6.1933,155.3892,14910.0905,6.9396,295.7924,387.4578,11.1442,52.7521,2.8612,1
10.2978,203.986,41977.9517,6.3754,381.7502,523.9377,10.727,93.9031,5.3795,0
,200.4579,13194.1333,6.388,310.326,378.0043,14.3883,64.3937,3.1875,1
7.6625,207.5291,32208.5084,7.3593,402.1267,292.1559,19.8768,106.6094,3.8847,0
7.1284,208.1236,13696.8595,5.5755,,488.2078,11.6767,54.6278,3.8519,1
9.6758,202.5314,17711.1698,7.1666,278.4423,235.1756,19.7797,85.7389,3.7976,0
,244.2159,20945.0306,8.0,373.5059,401.9867,11.6035,,4.008,1
4.1947,164.2521,14441.3701,6.8013,348.6787,382.5645,18.1733,50.0,5.8267,0
7.0395,227.9638,30363.4204,8.674,370.7156,446.076,12.8849,95.0202,3.8663,0
7.7842,232.8023,29255.44,8.6943,,305.4953,17.8361,95.8034,4.6561,0
3.2535,219.1994,26473.8741,8.2803,229.5556,465.1074,12.6922,,4.8129,0
6.0897,233.3219,20845.4973,7.2573,306.4304,532.4972,14.4398,58.6349,4.9461,0
5.3728,149.2005,30397.853,7.472,,394.7377,20.412,69.5918,3.3583,0
,198.0788,19041.0339,4.0649,341.1729,395.9433,14.0403,35.0466,3.5897,1
7.3668,195.5707,25784.0694,5.7677,332.6689,493.8925,15.7712,53.6484,3.9348,1
5.4892,186.3214,30541.6998,7.1728,225.1802,266.3002,14.8562,63.7604,3.4653,0
7.7648,185.8807,20525.121,5.3118,,472.3227,14.8314,66.7272,2.8413,1
8.2478,211.4762,13355.5238,7.0712,,445.7223,12.2711,64.9846,3.2695,1
7.0671,230.5893,31741.3252,9.3076,333.7415,465.993,15.0035,58.4631,4.7755,0
10.0185,189.0871,27717.1789,7.6155,383.2589,488.2244,20.9915,85.2046,3.7024,0
8.9792,150.0061,19512.9231,6.49,241.4216,554.2883,9.9172,59.941,3.0766,1
5.8923,183.2704,24278.2537,4.933,,475.3001,10.0583,45.8686,2.5204,1
8.3722,227.8886,28665.5482,7.1968,,509.3179,16.7599,62.3125,5.36,0
5.9782,173.4834,23802.2715,4.4448,,479.9377,10.416,59.9147,4.3623,1
8.4213,205.0616,26545.5579,9.9748,326.7189,489.9345,9.7567,80.1467,3.5204,0
8.1226,195.0418,19897.4345,5.2966,276.6622,428.6121,9.9541,59.749,3.0292,1
5.73,248.686,22145.8267,7.2479,,396.872,10.8729,59.8733,4.184,0
5.5843,201.1932,28438.6287,4.8389,,435.9651,14.2542,84.2021,3.0286,0
9.4834,172.5465,12667.5396,4.6286,,517.2902,14.2792,55.307,4.2996,1
6.2216,185.4904,17553.3598,6.9487,300.6481,421.1398,8.273,77.648,3.9037,1
